transaction_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,discount_amount,shipping_time_days
3964,CA-2021-134838,2021-02-19,2021-02-20,First Class,ED-13885,Emily Ducich,Home Office,Los Angeles,California,90045.0,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3,0.0,12.06,0.27,0.0,1
3965,CA-2020-120257,2020-09-22,2020-09-28,Standard Class,PW-19240,Pierre Wener,Consumer,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.87,3,0.2,0.89,0.11,1.57,6
3966,CA-2018-164910,2018-11-12,2018-11-17,Second Class,DM-13345,Denise Monton,Corporate,Asheville,North Carolina,28806.0,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,7.87,3,0.2,0.89,0.11,1.57,5
3967,CA-2020-149902,2020-04-01,2020-04-06,Standard Class,DW-13540,Don Weiss,Consumer,New York City,New York,10024.0,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,4,0.0,22.89,0.26,0.0,5
3968,CA-2020-146010,2020-05-20,2020-05-23,First Class,EH-14125,Eugene Hildebrand,Home Office,Colorado Springs,Colorado,80906.0,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,40.64,7,0.7,-32.51,-0.8,28.45,3
3969,US-2019-163685,2019-06-01,2019-06-05,Standard Class,KE-16420,Katrina Edelman,Corporate,San Antonio,Texas,78207.0,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.73,8,0.8,-9.16,-1.6,4.58,4
3970,US-2019-163685,2019-06-01,2019-06-05,Standard Class,KE-16420,Katrina Edelman,Corporate,San Antonio,Texas,78207.0,Central,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,42.24,10,0.2,13.2,0.31,8.45,4
3971,CA-2018-135090,2018-11-22,2018-11-26,Standard Class,SP-20920,Susan Pistek,Consumer,Los Angeles,California,90036.0,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,53.82,9,0.0,24.22,0.45,0.0,4
3972,CA-2019-132374,2019-02-22,2019-02-24,Second Class,PS-19045,Penelope Sewall,Home Office,Sterling Heights,Michigan,48310.0,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36,4,0.0,20.63,0.26,0.0,2
3973,CA-2020-167556,2020-03-29,2020-04-02,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,10009.0,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",13.48,2,0.0,6.74,0.5,0.0,4
3974,CA-2020-167556,2020-03-29,2020-04-02,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,10009.0,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.31,0.31,5.96,4
3975,CA-2020-167556,2020-03-29,2020-04-02,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,10009.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0,8,0.0,124.2,0.3,0.0,4
3976,CA-2020-167556,2020-03-29,2020-04-02,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,10009.0,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,41.33,7,0.2,14.98,0.36,8.27,4
3977,US-2020-116400,2020-10-22,2020-10-24,First Class,EB-13930,Eric Barreto,Consumer,Richmond,Virginia,23223.0,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.0,11.18,0.28,0.0,2
3978,CA-2021-101308,2021-10-02,2021-10-07,Standard Class,FG-14260,Frank Gastineau,Home Office,Seattle,Washington,98105.0,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,8.94,3,0.0,4.11,0.46,0.0,5
3979,CA-2021-101308,2021-10-02,2021-10-07,Standard Class,FG-14260,Frank Gastineau,Home Office,Seattle,Washington,98105.0,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.78,2,0.2,-20.14,-0.24,16.96,5
3980,CA-2018-114517,2018-12-23,2018-12-27,Standard Class,TH-21235,Tiffany House,Corporate,New York City,New York,10024.0,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.32,2,0.4,-19.55,-0.37,21.33,4
3981,CA-2018-114517,2018-12-23,2018-12-27,Standard Class,TH-21235,Tiffany House,Corporate,New York City,New York,10024.0,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0.0,15.83,0.28,0.0,4
3982,CA-2021-119564,2021-12-15,2021-12-20,Standard Class,PL-18925,Paul Lucas,Home Office,Seattle,Washington,98115.0,West,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77,3,0.0,9.79,0.43,0.0,5
3983,CA-2020-135265,2020-07-07,2020-07-09,Second Class,CC-12370,Christopher Conant,Consumer,Los Angeles,California,90045.0,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",287.97,4,0.2,-3.6,-0.01,57.59,2
3984,CA-2020-135265,2020-07-07,2020-07-09,Second Class,CC-12370,Christopher Conant,Consumer,Los Angeles,California,90045.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,0.2,944.99,0.34,559.99,2
3985,CA-2020-135265,2020-07-07,2020-07-09,Second Class,CC-12370,Christopher Conant,Consumer,Los Angeles,California,90045.0,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,0.0,24.47,0.5,0.0,2
3986,CA-2020-108735,2020-04-17,2020-04-21,Standard Class,JM-15535,Jessica Myrick,Consumer,Lakewood,California,90712.0,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.5,3,0.15,24.24,0.09,38.62,4
3987,CA-2021-112333,2021-04-08,2021-04-14,Standard Class,KF-16285,Karen Ferguson,Home Office,Plainfield,New Jersey,7060.0,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,4,0.0,621.97,0.24,0.0,6
3988,CA-2021-112333,2021-04-08,2021-04-14,Standard Class,KF-16285,Karen Ferguson,Home Office,Plainfield,New Jersey,7060.0,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,5,0.0,10.49,0.25,0.0,6
3989,US-2020-159415,2020-04-17,2020-04-22,Standard Class,CS-12175,Charles Sheldon,Corporate,Columbia,Tennessee,38401.0,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,0.2,13.85,0.18,15.82,5
3990,CA-2018-122588,2018-11-25,2018-11-27,Second Class,AR-10540,Andy Reiter,Consumer,Woonsocket,Rhode Island,2895.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2,0.0,20.12,0.38,0.0,2
3991,CA-2018-137589,2018-11-03,2018-11-08,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Lancaster,Pennsylvania,17602.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.34,3,0.2,-64.43,-0.23,57.27,5
3992,CA-2019-161998,2019-05-01,2019-05-05,Standard Class,DB-13120,David Bremer,Corporate,Tampa,Florida,33614.0,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.55,3,0.2,14.3,0.23,12.71,4
3993,CA-2019-161998,2019-05-01,2019-05-05,Standard Class,DB-13120,David Bremer,Corporate,Tampa,Florida,33614.0,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.38,3,0.2,4.65,0.11,8.28,4
3994,CA-2019-161998,2019-05-01,2019-05-05,Standard Class,DB-13120,David Bremer,Corporate,Tampa,Florida,33614.0,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.7,6,0.2,10.79,0.06,34.54,4
3995,CA-2019-105627,2019-03-08,2019-03-12,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142.0,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,3,0.0,97.46,0.19,0.0,4
3996,CA-2019-105627,2019-03-08,2019-03-12,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142.0,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,7,0.0,189.4,0.22,0.0,4
3997,CA-2019-105627,2019-03-08,2019-03-12,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142.0,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,5,0.0,223.29,0.29,0.0,4
3998,CA-2019-105627,2019-03-08,2019-03-12,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142.0,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,1,0.0,4.49,0.3,0.0,4
3999,CA-2019-105627,2019-03-08,2019-03-12,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142.0,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,0.0,82.08,0.22,0.0,4
4000,US-2019-149629,2019-07-17,2019-07-20,Second Class,MP-17965,Michael Paige,Corporate,Port Saint Lucie,Florida,34952.0,South,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,5,0.2,5.8,0.02,46.38,3
4001,CA-2018-116834,2018-10-11,2018-10-16,Standard Class,Dp-13240,Dean percer,Home Office,Seattle,Washington,98115.0,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,0.0,19.04,0.3,0.0,5
4002,CA-2018-116834,2018-10-11,2018-10-16,Standard Class,Dp-13240,Dean percer,Home Office,Seattle,Washington,98115.0,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,5,0.0,58.65,0.17,0.0,5
4003,CA-2020-145730,2020-03-03,2020-03-08,Standard Class,CC-12220,Chris Cortes,Consumer,San Antonio,Texas,78207.0,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.9,3,0.3,-127.58,-0.2,191.37,5
4004,CA-2020-145730,2020-03-03,2020-03-08,Standard Class,CC-12220,Chris Cortes,Consumer,San Antonio,Texas,78207.0,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,0.4,33.59,0.12,115.16,5
4005,CA-2020-145730,2020-03-03,2020-03-08,Standard Class,CC-12220,Chris Cortes,Consumer,San Antonio,Texas,78207.0,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,0.2,11.9,0.32,7.32,5
4006,US-2019-168732,2019-12-10,2019-12-16,Standard Class,KM-16660,Khloe Miller,Consumer,Roswell,Georgia,30076.0,South,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,1.78,1,0.0,0.5,0.28,0.0,6
4007,US-2019-168732,2019-12-10,2019-12-16,Standard Class,KM-16660,Khloe Miller,Consumer,Roswell,Georgia,30076.0,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,25.92,4,0.0,12.44,0.48,0.0,6
4008,US-2019-168732,2019-12-10,2019-12-16,Standard Class,KM-16660,Khloe Miller,Consumer,Roswell,Georgia,30076.0,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,6,0.0,21.41,0.21,0.0,6
4009,CA-2019-107468,2019-12-18,2019-12-22,Standard Class,MK-17905,Michael Kennedy,Corporate,Louisville,Colorado,80027.0,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.85,2,0.2,0.6,0.09,1.37,4
4010,CA-2021-144463,2021-01-01,2021-01-05,Standard Class,SC-20725,Steven Cartwright,Consumer,Los Angeles,California,90036.0,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,11,0.0,199.26,0.42,0.0,4
4011,CA-2021-100811,2021-11-21,2021-11-24,First Class,CC-12475,Cindy Chapman,Consumer,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.45,2,0.2,2.64,0.31,1.69,3
4012,CA-2021-100811,2021-11-21,2021-11-24,First Class,CC-12475,Cindy Chapman,Consumer,Philadelphia,Pennsylvania,19143.0,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.3,4,0.2,3.93,0.1,7.86,3
4013,CA-2019-153612,2019-12-22,2019-12-27,Standard Class,BT-11305,Beth Thompson,Home Office,Superior,Wisconsin,54880.0,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,0.0,4.96,0.29,0.0,5
4014,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.02,0.28,0.0,5
4015,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0.0,4.23,0.49,0.0,5
4016,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5,0.0,94.96,0.49,0.0,5
4017,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,5,0.0,9.63,0.45,0.0,5
4018,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2,0.0,48.94,0.5,0.0,5
4019,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0.0,47.86,0.19,0.0,5
4020,CA-2019-165624,2019-08-23,2019-08-28,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,30318.0,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,0.0,6.72,0.26,0.0,5
4021,CA-2018-154963,2018-06-22,2018-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,19013.0,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.06,3,0.3,-4.86,-0.03,51.02,5
4022,CA-2018-154963,2018-06-22,2018-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,19013.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.78,3,0.4,-15.18,-0.18,33.11,5
4023,CA-2018-154963,2018-06-22,2018-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,19013.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,5,0.3,0.0,0.0,256.18,5
4024,CA-2021-130764,2021-10-27,2021-10-28,First Class,JO-15145,Jack O'Briant,Corporate,San Francisco,California,94110.0,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.66,5,0.15,6.55,0.01,83.5,1
4025,CA-2021-130764,2021-10-27,2021-10-28,First Class,JO-15145,Jack O'Briant,Corporate,San Francisco,California,94110.0,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.74,0.36,19.17,1
4026,CA-2021-139311,2021-08-11,2021-08-13,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,76021.0,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.66,4,0.2,10.01,0.34,5.93,2
4027,CA-2021-139311,2021-08-11,2021-08-13,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,76021.0,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.18,7,0.2,2.87,0.31,1.84,2
4028,CA-2021-139311,2021-08-11,2021-08-13,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,76021.0,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.58,2,0.2,13.44,0.09,30.72,2
4029,CA-2021-139311,2021-08-11,2021-08-13,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,76021.0,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.86,8,0.8,-22.51,-1.75,10.29,2
4030,CA-2021-124296,2021-12-24,2021-12-28,Standard Class,CS-12355,Christine Sundaresam,Consumer,Lafayette,Louisiana,70506.0,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,3,0.0,239.98,0.5,0.0,4
4031,CA-2021-124296,2021-12-24,2021-12-28,Standard Class,CS-12355,Christine Sundaresam,Consumer,Lafayette,Louisiana,70506.0,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,4,0.0,60.55,0.26,0.0,4
4032,CA-2020-169957,2020-09-26,2020-09-30,Standard Class,SN-20710,Steve Nguyen,Home Office,Covington,Washington,98042.0,West,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88,6,0.0,66.33,0.28,0.0,4
4033,CA-2020-169957,2020-09-26,2020-09-30,Standard Class,SN-20710,Steve Nguyen,Home Office,Covington,Washington,98042.0,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9,5,0.0,14.65,0.49,0.0,4
4034,CA-2020-169957,2020-09-26,2020-09-30,Standard Class,SN-20710,Steve Nguyen,Home Office,Covington,Washington,98042.0,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,0.0,21.0,0.21,0.0,4
4035,US-2020-108777,2020-12-12,2020-12-12,Same Day,JM-15655,Jim Mitchum,Corporate,Lorain,Ohio,44052.0,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.69,3,0.7,-14.33,-0.77,13.08,0
4036,US-2020-108777,2020-12-12,2020-12-12,Same Day,JM-15655,Jim Mitchum,Corporate,Lorain,Ohio,44052.0,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.95,6,0.2,76.79,0.2,76.79,0
4037,CA-2019-148859,2019-12-28,2020-01-01,Standard Class,FH-14350,Fred Harton,Consumer,Chicago,Illinois,60623.0,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.82,2,0.2,1.55,0.06,4.96,4
4038,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,0.0,8.22,0.33,0.0,4
4039,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,21.12,4,0.0,9.5,0.45,0.0,4
4040,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.95,6,0.2,287.98,0.38,153.59,4
4041,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.35,3,0.2,4.66,0.33,2.87,4
4042,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.98,3,0.2,19.2,0.1,38.4,4
4043,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,274.77,9,0.0,126.39,0.46,0.0,4
4044,CA-2018-110786,2018-12-29,2019-01-02,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,94110.0,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0.0,23.99,0.34,0.0,4
4045,CA-2019-137750,2019-06-25,2019-06-30,Standard Class,JF-15565,Jill Fjeld,Consumer,San Francisco,California,94110.0,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85,5,0.0,57.36,0.28,0.0,5
4046,CA-2019-136378,2019-04-02,2019-04-07,Standard Class,CS-11845,Cari Sayre,Corporate,Houston,Texas,77070.0,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.16,3,0.8,-13.73,-1.5,7.33,5
4047,CA-2021-100356,2021-10-21,2021-10-25,Standard Class,SP-20920,Susan Pistek,Consumer,Chicago,Illinois,60653.0,Central,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.99,2,0.8,-62.38,-2.6,19.19,4
4048,US-2019-166520,2019-07-16,2019-07-19,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,10035.0,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,0.0,39.63,0.49,0.0,3
4049,US-2019-166520,2019-07-16,2019-07-19,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,10035.0,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,10,0.0,191.97,0.32,0.0,3
4050,CA-2021-136350,2021-06-24,2021-06-26,Second Class,GA-14515,George Ashbrook,Consumer,New York City,New York,10011.0,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,3,0.0,49.8,0.18,0.0,2
4051,CA-2021-136350,2021-06-24,2021-06-26,Second Class,GA-14515,George Ashbrook,Consumer,New York City,New York,10011.0,East,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.76,2,0.1,32.63,0.19,17.28,2
4052,CA-2018-122931,2018-09-29,2018-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,4.22,3,0.2,1.48,0.35,0.84,4
4053,CA-2018-122931,2018-09-29,2018-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,19134.0,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.27,2,0.4,-81.85,-0.2,163.71,4
4054,CA-2018-122931,2018-09-29,2018-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,0.2,18.02,0.32,11.09,4
4055,CA-2018-122931,2018-09-29,2018-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.93,4,0.2,6.8,0.32,4.19,4
4056,CA-2018-122931,2018-09-29,2018-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6,0.2,-337.81,-0.19,360.33,4
4057,CA-2018-122931,2018-09-29,2018-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,19134.0,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,67.18,1,0.4,-20.15,-0.3,26.87,4
4058,CA-2018-163034,2018-11-24,2018-11-28,Standard Class,DK-12985,Darren Koutras,Consumer,Chicago,Illinois,60610.0,Central,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2,5,0.2,-8.08,-0.01,129.24,4
4059,CA-2019-124058,2019-11-20,2019-11-24,Standard Class,LC-16885,Lena Creighton,Consumer,Oakland,California,94601.0,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.74,7,0.2,-15.46,-0.21,14.55,4
4060,CA-2019-124058,2019-11-20,2019-11-24,Standard Class,LC-16885,Lena Creighton,Consumer,Oakland,California,94601.0,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76,0.06,114.43,4
4061,CA-2020-129196,2020-11-01,2020-11-07,Standard Class,XP-21865,Xylona Preis,Consumer,Chicago,Illinois,60610.0,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.11,3,0.2,17.88,0.26,13.62,6
4062,US-2019-138716,2019-09-17,2019-09-20,First Class,CS-11845,Cari Sayre,Corporate,Seattle,Washington,98105.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.03,3,0.2,7.82,0.31,5.01,3
4063,US-2020-122182,2020-03-10,2020-03-14,Standard Class,BD-11770,Bryan Davis,Consumer,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.99,1,0.2,7.5,0.19,8.0,4
4064,US-2018-130358,2018-06-23,2018-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,Concord,North Carolina,28027.0,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,20.02,9,0.2,1.75,0.09,4.0,3
4065,US-2018-130358,2018-06-23,2018-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,Concord,North Carolina,28027.0,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.1,1,0.2,0.35,0.11,0.62,3
4066,CA-2018-102673,2018-11-01,2018-11-05,Standard Class,KH-16630,Ken Heidel,Corporate,Charlotte,North Carolina,28205.0,South,OFF-FA-10002780,Office Supplies,Fasteners,Staples,7.52,5,0.2,1.41,0.19,1.5,4
